Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T002_001,SE_T002_002,SE_T002_003,SE_T007_001,SE_T007_002,SE_T007_003,SE_T007_004,SE_T007_005,SE_T007_006,SE_T007_007,SE_T007_008,SE_T007_009,SE_T007_010,SE_T007_011,SE_T007_012,SE_T007_013,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T014_009,SE_T014_010,SE_T014_011,SE_T014_012,SE_T014_013,SE_T014_014,SE_T014_015,SE_T014_016,SE_T014_017,SE_T157_001,SE_T236_001,SE_T236_002,SE_T236_003,SE_T236_004,SE_T236_005,SE_T236_006,SE_T236_007,SE_T236_008,SE_T236_009,SE_T236_010,SE_T236_011,SE_T145_001,SE_T145_002,SE_T145_003,SE_T145_004,SE_T145_005,SE_T201_001,SE_T201_002,SE_T201_003
"06001437701","14000US06001437701","Census Tract 4377.01, Alameda County, California","Census Tract 4377.01, Alameda County, California","ca","140","00","ACSSF","0002937",,,,,"06","001",,,,"437701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3910,20918.71,0.186913993423908,3910,278,381,414,261,427,555,583,459,327,108,88,29,3910,1743,239,8,479,240,900,301,3910,1544,453,239,8,439,217,0,188,2366,1290,0,0,40,23,900,113,0.3949,808,52,19,0,83,453,175,17,9,0,0,3910,807,3103,1613,1621,808,800,799
"06001437702","14000US06001437702","Census Tract 4377.02, Alameda County, California","Census Tract 4377.02, Alameda County, California","ca","140","00","ACSSF","0002938",,,,,"06","001",,,,"437702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4880,34023.02,0.143432324782972,4880,485,379,465,221,589,1143,791,439,259,94,15,0,4880,2237,227,61,490,25,1703,137,4880,1080,204,227,18,490,25,0,116,3800,2033,0,43,0,0,1703,21,0.3994,1010,0,6,26,14,755,146,43,12,0,8,4823,1025,3798,2288,1727,1010,1010,1010
"06001437800","14000US06001437800","Census Tract 4378, Alameda County, California","Census Tract 4378, Alameda County, California","ca","140","00","ACSSF","0002939",,,,,"06","001",,,,"437800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4429,8986.258,0.492863673499646,4429,213,362,308,165,368,662,402,891,507,239,160,152,4429,1262,478,5,1450,157,933,144,4429,2811,681,467,5,1450,150,0,58,1618,581,11,0,0,7,933,86,0.3662,391,35,7,7,0,101,112,129,0,0,0,4411,206,4205,1064,3489,391,391,391
"06001437900","14000US06001437900","Census Tract 4379, Alameda County, California","Census Tract 4379, Alameda County, California","ca","140","00","ACSSF","0002940",,,,,"06","001",,,,"437900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2399,9220.473,0.260181900456682,2399,136,165,164,81,266,491,322,227,289,178,50,30,2399,974,191,158,417,21,452,186,2399,931,174,183,43,404,21,0,106,1468,800,8,115,13,0,452,80,0.3574,365,0,0,10,9,205,89,32,0,16,4,2399,287,2112,768,1554,365,365,365
"06001438000","14000US06001438000","Census Tract 4380, Alameda County, California","Census Tract 4380, Alameda County, California","ca","140","00","ACSSF","0002941",,,,,"06","001",,,,"438000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3743,3984.82,0.939314776748,3743,280,156,129,148,365,725,482,433,635,166,170,54,3743,1984,45,12,1007,0,542,153,3743,2330,1212,45,0,986,0,0,87,1413,772,0,12,21,0,542,66,0.3653,373,0,0,8,0,67,143,85,44,0,26,3743,435,3308,1124,2403,373,373,373
"06001438100","14000US06001438100","Census Tract 4381, Alameda County, California","Census Tract 4381, Alameda County, California","ca","140","00","ACSSF","0002942",,,,,"06","001",,,,"438100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7748,9998.414,0.774922895395654,7748,591,577,371,283,622,1435,901,988,1053,401,387,139,7748,3101,843,25,2206,63,1214,296,7748,4778,1369,831,25,2206,63,0,284,2970,1732,12,0,0,0,1214,12,0.3875,537,0,0,57,0,89,104,34,218,15,20,7725,841,6884,3151,5044,537,537,537
"06001438201","14000US06001438201","Census Tract 4382.01, Alameda County, California","Census Tract 4382.01, Alameda County, California","ca","140","00","ACSSF","0002943",,,,,"06","001",,,,"438201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4902,12761.09,0.384136528817894,4902,267,324,307,176,358,877,688,737,524,468,100,76,4902,1901,384,0,1154,51,1168,244,4902,2133,466,362,0,1154,51,11,89,2769,1435,22,0,0,0,1157,155,0.3202,289,0,42,19,19,28,54,7,42,8,70,4902,793,4109,2149,2454,289,289,289
"06001438203","14000US06001438203","Census Tract 4382.03, Alameda County, California","Census Tract 4382.03, Alameda County, California","ca","140","00","ACSSF","0002944",,,,,"06","001",,,,"438203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4329,2125.356,2.03683491969847,4329,155,202,209,149,402,792,359,589,653,505,277,37,4329,1141,347,11,2135,90,460,145,4329,3316,669,347,11,2135,90,0,64,1013,472,0,0,0,0,460,81,0.463,348,0,0,61,25,106,140,5,11,0,0,4329,432,3897,1843,2466,348,348,348
"06001438204","14000US06001438204","Census Tract 4382.04, Alameda County, California","Census Tract 4382.04, Alameda County, California","ca","140","00","ACSSF","0002945",,,,,"06","001",,,,"438204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5261,9145.783,0.575237800329577,5261,226,301,242,107,354,934,583,684,872,621,254,83,5261,1992,470,24,1959,181,316,319,5261,3835,945,470,14,1959,181,13,253,1426,1047,0,10,0,0,303,66,0.4096,364,11,0,0,34,40,177,84,0,6,12,5228,633,4595,1539,3601,364,364,364
"06001438300","14000US06001438300","Census Tract 4383, Alameda County, California","Census Tract 4383, Alameda County, California","ca","140","00","ACSSF","0002946",,,,,"06","001",,,,"438300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4102,12411.46,0.330501145179051,4102,135,291,374,100,527,607,492,604,408,332,179,53,4102,1338,387,3,1428,309,358,279,4102,2542,262,359,3,1428,309,0,181,1560,1076,28,0,0,0,358,98,0.3915,293,0,13,0,5,27,107,84,46,0,11,4102,573,3529,1358,2473,293,293,293
"06001438400","14000US06001438400","Census Tract 4384, Alameda County, California","Census Tract 4384, Alameda County, California","ca","140","00","ACSSF","0002947",,,,,"06","001",,,,"438400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2509,3769.982,0.665520458009844,2509,109,150,166,118,258,353,300,437,293,207,75,43,2509,1026,294,5,849,60,220,55,2509,1679,451,266,3,849,60,0,50,830,575,28,2,0,0,220,5,0.372,114,0,0,16,14,31,11,11,16,0,15,2509,259,2250,921,1640,114,114,114
"06001440100","14000US06001440100","Census Tract 4401, Alameda County, California","Census Tract 4401, Alameda County, California","ca","140","00","ACSSF","0002948",,,,,"06","001",,,,"440100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,221.1163,10.6866842626298,2363,127,70,82,36,197,373,306,265,235,146,263,263,2363,1098,37,0,825,10,209,184,2363,1890,891,37,0,825,10,0,127,473,207,0,0,0,0,209,57,0.401,518,0,0,0,0,79,135,110,19,95,80,2303,101,2202,882,1806,518,518,449
"06001440200","14000US06001440200","Census Tract 4402, Alameda County, California","Census Tract 4402, Alameda County, California","ca","140","00","ACSSF","0002949",,,,,"06","001",,,,"440200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6265,13977.61,0.448216748494588,6265,551,376,438,317,816,876,970,797,642,293,115,74,6265,1604,212,10,1070,26,2993,350,6265,1855,441,212,10,1052,26,0,114,4410,1163,0,0,18,0,2993,236,0.3344,814,0,7,9,51,361,269,57,35,12,13,6265,732,5533,2316,3711,814,814,814
"06001440301","14000US06001440301","Census Tract 4403.01, Alameda County, California","Census Tract 4403.01, Alameda County, California","ca","140","00","ACSSF","0002950",,,,,"06","001",,,,"440301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6987,4222.07,1.65487523494317,6987,359,367,438,169,762,933,964,1263,893,463,267,109,6987,2052,564,76,2296,184,1517,298,6987,4682,1568,551,37,2296,184,0,46,2305,484,13,39,0,0,1517,252,0.3775,528,0,12,0,0,285,98,51,18,64,0,6953,455,6498,2068,4842,528,515,515
"06001440304","14000US06001440304","Census Tract 4403.04, Alameda County, California","Census Tract 4403.04, Alameda County, California","ca","140","00","ACSSF","0002951",,,,,"06","001",,,,"440304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4964,13146.35,0.3775951857692,4964,334,353,225,293,371,754,679,584,667,469,153,82,4964,654,272,35,3065,159,95,684,4964,4163,380,272,35,3065,159,0,252,801,274,0,0,0,0,95,432,0.415,412,55,27,24,7,50,132,48,52,8,9,4959,320,4639,1473,3568,412,412,412
"06001440305","14000US06001440305","Census Tract 4403.05, Alameda County, California","Census Tract 4403.05, Alameda County, California","ca","140","00","ACSSF","0002952",,,,,"06","001",,,,"440305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4147,11567.54,0.358503205420257,4147,205,274,165,91,353,566,662,423,588,610,166,44,4147,882,283,40,2219,211,281,231,4147,3426,609,283,16,2214,211,0,93,721,273,0,24,5,0,281,138,0.3735,178,0,4,0,0,35,5,62,26,42,4,4147,228,3919,1185,3191,178,173,173
"06001440306","14000US06001440306","Census Tract 4403.06, Alameda County, California","Census Tract 4403.06, Alameda County, California","ca","140","00","ACSSF","0002953",,,,,"06","001",,,,"440306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4131,15853.54,0.260572635857772,4131,217,323,251,188,343,689,566,514,506,403,93,38,4131,638,319,31,2777,79,106,181,4131,3829,517,319,13,2755,79,36,110,302,121,0,18,22,0,70,71,0.3861,433,7,0,29,0,48,157,125,57,0,10,4124,386,3738,1790,2203,433,433,433
"06001440307","14000US06001440307","Census Tract 4403.07, Alameda County, California","Census Tract 4403.07, Alameda County, California","ca","140","00","ACSSF","0002954",,,,,"06","001",,,,"440307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4277,7879.236,0.542819117308652,4277,174,197,152,141,347,425,423,552,726,696,327,117,4277,1424,203,28,2099,28,345,150,4277,3425,974,203,19,2082,28,0,119,852,450,0,9,17,0,345,31,0.4323,375,0,36,65,10,47,122,35,38,15,7,4257,263,3994,1805,2712,375,375,375
"06001440308","14000US06001440308","Census Tract 4403.08, Alameda County, California","Census Tract 4403.08, Alameda County, California","ca","140","00","ACSSF","0002955",,,,,"06","001",,,,"440308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5988,8436.934,0.709736492987612,5988,353,298,350,200,430,1230,714,759,541,605,376,132,5988,1417,258,9,2848,21,1081,354,5988,4259,944,249,0,2848,21,16,181,1729,473,9,9,0,0,1065,173,0.4744,902,122,51,28,0,114,332,178,47,14,16,5978,349,5629,1794,4375,902,902,862
"06001440331","14000US06001440331","Census Tract 4403.31, Alameda County, California","Census Tract 4403.31, Alameda County, California","ca","140","00","ACSSF","0002956",,,,,"06","001",,,,"440331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3517,4904.354,0.717117994369086,3517,208,228,265,158,322,563,541,474,288,268,154,48,3517,621,212,9,1985,146,332,212,3517,2826,439,196,4,1953,77,0,157,691,182,16,5,32,69,332,55,0.4125,476,11,0,4,28,159,139,115,14,6,0,3517,319,3198,1154,2289,476,476,476
"06001440332","14000US06001440332","Census Tract 4403.32, Alameda County, California","Census Tract 4403.32, Alameda County, California","ca","140","00","ACSSF","0002957",,,,,"06","001",,,,"440332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3516,4000.192,0.878957740344743,3516,189,242,184,154,249,571,425,568,486,187,226,35,3516,379,35,6,2684,35,100,277,3516,3386,352,35,6,2684,35,34,240,130,27,0,0,0,0,66,37,0.3272,108,0,0,0,0,0,0,4,13,79,12,3516,167,3349,628,3022,108,108,108
"06001440333","14000US06001440333","Census Tract 4403.33, Alameda County, California","Census Tract 4403.33, Alameda County, California","ca","140","00","ACSSF","0002958",,,,,"06","001",,,,"440333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2992,3083.918,0.970194456499412,2992,179,111,163,162,261,471,401,455,406,201,135,47,2992,538,184,11,2004,11,68,176,2992,2807,426,184,11,2004,11,0,171,185,112,0,0,0,0,68,5,0.3603,131,0,0,0,0,29,10,46,4,42,0,2992,116,2876,633,2386,131,131,131
"06001440334","14000US06001440334","Census Tract 4403.34, Alameda County, California","Census Tract 4403.34, Alameda County, California","ca","140","00","ACSSF","0002959",,,,,"06","001",,,,"440334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4360,11010.61,0.395981757444436,4360,282,231,109,69,303,855,529,453,775,497,182,75,4360,1002,132,0,2359,114,215,538,4360,3816,811,132,0,2359,114,0,400,544,191,0,0,0,0,215,138,0.323,192,0,0,0,0,12,72,83,0,12,13,4360,297,4063,1294,3161,192,192,192
"06001440335","14000US06001440335","Census Tract 4403.35, Alameda County, California","Census Tract 4403.35, Alameda County, California","ca","140","00","ACSSF","0002960",,,,,"06","001",,,,"440335",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6949,8975.147,0.774249147100295,6949,676,367,243,145,314,1768,1108,1017,562,548,184,17,6949,1241,202,59,4476,52,535,384,6949,6325,1148,202,59,4476,52,13,375,624,93,0,0,0,0,522,9,0.3216,963,0,56,0,27,169,330,182,93,29,77,6933,321,6612,1269,5507,963,963,952
"06001440336","14000US06001440336","Census Tract 4403.36, Alameda County, California","Census Tract 4403.36, Alameda County, California","ca","140","00","ACSSF","0002961",,,,,"06","001",,,,"440336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5350,12138.22,0.440756482269416,5350,493,267,275,118,542,1066,667,605,741,336,181,59,5350,1314,592,12,2632,29,341,430,5350,4393,829,592,0,2595,29,51,297,957,485,0,12,37,0,290,133,0.3584,659,3,9,0,0,143,229,249,18,0,8,5333,553,4780,1844,3466,659,659,659
"06001441100","14000US06001441100","Census Tract 4411, Alameda County, California","Census Tract 4411, Alameda County, California","ca","140","00","ACSSF","0002962",,,,,"06","001",,,,"441100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4179,714.3738,5.84987845503531,4179,263,170,263,75,188,448,544,572,826,425,150,255,4179,2122,76,59,1123,18,436,345,4179,3289,1876,76,36,1096,18,0,187,890,246,0,23,27,0,436,158,0.4521,377,0,0,41,7,125,77,94,33,0,0,4108,176,3932,1125,3365,377,357,309
"06001441200","14000US06001441200","Census Tract 4412, Alameda County, California","Census Tract 4412, Alameda County, California","ca","140","00","ACSSF","0002963",,,,,"06","001",,,,"441200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7316,5845.44,1.25157375246526,7316,490,777,458,195,493,693,1649,865,954,368,270,104,7316,3136,176,50,2804,0,443,707,7316,5994,2520,176,50,2759,0,17,472,1322,616,0,0,45,0,426,235,0.3719,972,0,0,36,50,167,506,97,0,102,14,7316,373,6943,1335,6130,972,972,972
"06001441301","14000US06001441301","Census Tract 4413.01, Alameda County, California","Census Tract 4413.01, Alameda County, California","ca","140","00","ACSSF","0002964",,,,,"06","001",,,,"441301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3224,2535.376,1.27160627771248,3224,267,280,209,84,176,547,686,345,296,234,77,23,3224,840,106,6,2095,0,24,153,3224,3041,745,106,6,2095,0,9,80,183,95,0,0,0,0,15,73,0.3877,635,0,0,0,8,38,208,241,125,8,7,3224,99,3125,451,2805,635,635,635
"06001441302","14000US06001441302","Census Tract 4413.02, Alameda County, California","Census Tract 4413.02, Alameda County, California","ca","140","00","ACSSF","0002965",,,,,"06","001",,,,"441302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5789,7516.764,0.770145267082319,5789,360,349,318,145,433,729,1036,786,656,623,219,135,5789,1809,198,61,2809,5,447,460,5789,4962,1596,173,61,2795,5,22,310,827,213,25,0,14,0,425,150,0.4397,537,8,18,34,0,119,136,69,71,82,0,5789,184,5605,1743,4515,537,537,537
"06001441401","14000US06001441401","Census Tract 4414.01, Alameda County, California","Census Tract 4414.01, Alameda County, California","ca","140","00","ACSSF","0002966",,,,,"06","001",,,,"441401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7484,10261.93,0.729297201376995,7484,509,809,459,126,613,994,1236,1110,760,616,181,71,7484,2070,397,16,3817,211,332,641,7484,6660,1719,375,16,3817,211,0,522,824,351,22,0,0,0,332,119,0.4111,762,0,0,15,15,182,159,246,30,79,36,7484,377,7107,2123,5808,762,762,762
"06001441402","14000US06001441402","Census Tract 4414.02, Alameda County, California","Census Tract 4414.02, Alameda County, California","ca","140","00","ACSSF","0002967",,,,,"06","001",,,,"441402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5295,8390.253,0.631089410452867,5295,411,351,278,238,365,688,909,649,763,487,127,29,5295,1377,107,32,3230,0,67,482,5295,4864,1196,107,32,3206,0,0,323,431,181,0,0,24,0,67,159,0.329,396,0,0,0,0,0,88,149,76,52,31,5295,312,4983,1005,4441,396,396,396
"06001441501","14000US06001441501","Census Tract 4415.01, Alameda County, California","Census Tract 4415.01, Alameda County, California","ca","140","00","ACSSF","0002968",,,,,"06","001",,,,"441501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6445,6359.079,1.0135116456138,6445,373,370,388,152,434,1071,1000,861,941,608,154,93,6445,825,166,40,4719,100,79,516,6445,5987,636,166,30,4702,100,0,353,458,189,0,10,17,0,79,163,0.3384,255,0,0,25,17,43,34,57,48,10,21,6445,118,6327,1262,5392,255,255,244
"06001441503","14000US06001441503","Census Tract 4415.03, Alameda County, California","Census Tract 4415.03, Alameda County, California","ca","140","00","ACSSF","0002969",,,,,"06","001",,,,"441503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6566,219.3883,29.9286668509661,6566,592,715,378,178,169,928,1805,818,545,326,95,17,6566,442,154,20,5397,55,91,407,6566,6387,424,154,20,5376,55,12,346,179,18,0,0,21,0,79,61,0.3283,505,8,0,8,0,26,76,169,119,85,14,6566,302,6264,817,5570,505,505,505
"06001441521","14000US06001441521","Census Tract 4415.21, Alameda County, California","Census Tract 4415.21, Alameda County, California","ca","140","00","ACSSF","0002970",,,,,"06","001",,,,"441521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6177,9348.629,0.660738582572583,6177,427,558,426,202,395,772,1058,666,873,517,146,137,6177,1200,293,63,4179,74,105,263,6177,5793,1026,293,6,4179,74,0,215,384,174,0,57,0,0,105,48,0.3832,412,0,0,0,7,31,25,216,99,26,8,6171,266,5905,1453,4790,412,412,412
"06001441522","14000US06001441522","Census Tract 4415.22, Alameda County, California","Census Tract 4415.22, Alameda County, California","ca","140","00","ACSSF","0002971",,,,,"06","001",,,,"441522",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5356,10611.67,0.504727435030587,5356,292,326,430,310,432,718,832,728,689,362,191,46,5356,1096,252,35,3169,19,463,322,5356,4475,853,252,0,3144,19,0,207,881,243,0,35,25,0,463,115,0.4322,321,0,0,0,6,46,78,133,7,40,11,5356,307,5049,1430,4063,321,321,321
"06001441523","14000US06001441523","Census Tract 4415.23, Alameda County, California","Census Tract 4415.23, Alameda County, California","ca","140","00","ACSSF","0002972",,,,,"06","001",,,,"441523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4267,23661.54,0.180334812362065,4267,453,488,256,61,105,756,1182,391,405,116,18,36,4267,447,153,31,3254,139,121,122,4267,4035,373,153,22,3254,139,8,86,232,74,0,9,0,0,113,36,0.2971,748,0,0,0,39,25,305,235,108,28,8,4267,256,4011,419,3809,748,739,748
"06001441524","14000US06001441524","Census Tract 4415.24, Alameda County, California","Census Tract 4415.24, Alameda County, California","ca","140","00","ACSSF","0002973",,,,,"06","001",,,,"441524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4349,6701.741,0.64893582518529,4349,367,487,388,175,133,489,1143,556,313,214,66,18,4349,478,30,8,3652,13,18,150,4349,4153,338,30,8,3652,13,0,112,196,140,0,0,0,0,18,38,0.3499,495,0,9,30,0,30,164,155,41,58,8,4349,38,4311,601,3864,495,495,495
"06001441601","14000US06001441601","Census Tract 4416.01, Alameda County, California","Census Tract 4416.01, Alameda County, California","ca","140","00","ACSSF","0002974",,,,,"06","001",,,,"441601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4848,9721.14,0.498706943815956,4848,330,392,236,186,202,846,677,636,568,427,259,89,4848,1946,205,30,1855,243,263,306,4848,4114,1636,205,18,1855,243,7,150,734,310,0,12,0,0,256,156,0.3951,201,0,0,0,0,7,61,89,21,6,17,4841,284,4557,1252,3845,201,201,201
"06001441602","14000US06001441602","Census Tract 4416.02, Alameda County, California","Census Tract 4416.02, Alameda County, California","ca","140","00","ACSSF","0002975",,,,,"06","001",,,,"441602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7907,12174.81,0.649455518712828,7907,639,568,500,265,706,1146,1489,844,696,574,380,100,7907,2082,300,0,3579,336,1129,481,7907,6214,1703,300,0,3556,336,0,319,1693,379,0,0,23,0,1129,162,0.4079,1099,0,24,26,0,212,502,217,38,80,0,7907,643,7264,2256,5541,1099,1099,1005
"06001441700","14000US06001441700","Census Tract 4417, Alameda County, California","Census Tract 4417, Alameda County, California","ca","140","00","ACSSF","0002976",,,,,"06","001",,,,"441700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7270,8444.726,0.8608924056791,7270,648,439,475,324,604,1206,1000,1080,758,496,136,104,7270,1839,389,63,3441,0,898,640,7270,5626,1390,351,63,3441,0,0,381,1644,449,38,0,0,0,898,259,0.4146,1187,35,146,40,46,368,384,132,36,0,0,7270,378,6892,1659,5541,1187,1187,1187
"06001441800","14000US06001441800","Census Tract 4418, Alameda County, California","Census Tract 4418, Alameda County, California","ca","140","00","ACSSF","0002977",,,,,"06","001",,,,"441800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7305,9279.137,0.787249979536585,7305,548,497,478,184,531,1148,1379,885,812,319,446,78,7305,3024,117,40,3300,0,622,202,7305,6430,2842,117,27,3273,0,14,157,875,182,0,13,27,0,608,45,0.3871,973,18,0,12,25,191,461,111,43,100,12,7305,348,6957,1702,5888,973,973,895
"06001441921","14000US06001441921","Census Tract 4419.21, Alameda County, California","Census Tract 4419.21, Alameda County, California","ca","140","00","ACSSF","0002978",,,,,"06","001",,,,"441921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3917,11980.31,0.326953252293061,3917,280,172,120,101,361,917,747,525,410,147,137,0,3917,1080,235,68,1593,0,602,339,3917,2897,702,235,63,1593,0,0,304,1020,378,0,5,0,0,602,35,0.2814,813,0,0,0,20,18,250,300,165,60,0,3917,153,3764,787,3155,813,813,813
"06001441923","14000US06001441923","Census Tract 4419.23, Alameda County, California","Census Tract 4419.23, Alameda County, California","ca","140","00","ACSSF","0002979",,,,,"06","001",,,,"441923",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6313,10851.74,0.581749799612971,6313,593,326,276,59,308,2050,838,440,469,157,371,426,6313,1429,95,0,4089,0,352,348,6313,5763,1292,95,0,4073,0,0,303,550,137,0,0,16,0,352,45,0.3925,2235,40,16,0,0,681,745,397,182,157,17,5982,355,5627,1734,4234,2235,2235,2042
"06001441924","14000US06001441924","Census Tract 4419.24, Alameda County, California","Census Tract 4419.24, Alameda County, California","ca","140","00","ACSSF","0002980",,,,,"06","001",,,,"441924",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7782,9225.907,0.84349425557184,7782,761,513,272,223,456,1442,1454,1103,898,417,206,37,7782,2916,44,35,4105,0,156,526,7782,6751,2135,44,35,4105,0,11,421,1031,781,0,0,0,0,145,105,0.3518,1041,0,0,80,14,33,363,336,150,30,35,7782,490,7292,1510,6298,1041,1041,1026
"06001441925","14000US06001441925","Census Tract 4419.25, Alameda County, California","Census Tract 4419.25, Alameda County, California","ca","140","00","ACSSF","0002981",,,,,"06","001",,,,"441925",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6694,5772.655,1.15960498658681,6694,626,172,128,134,346,2848,852,614,510,201,204,59,6694,1419,112,40,4415,8,229,471,6694,6247,1331,112,40,4415,8,0,341,447,88,0,0,0,0,229,130,0.3508,2320,0,0,0,58,164,847,762,234,228,27,6694,86,6608,1029,5819,2320,2320,2307
"06001441926","14000US06001441926","Census Tract 4419.26, Alameda County, California","Census Tract 4419.26, Alameda County, California","ca","140","00","ACSSF","0002982",,,,,"06","001",,,,"441926",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4613,29233.93,0.157796097896979,4613,369,515,135,154,458,1186,780,511,370,103,32,0,4613,691,178,11,2007,49,1386,291,4613,2874,537,178,11,2000,28,8,112,1739,154,0,0,7,21,1378,179,0.3721,1184,0,16,9,8,405,606,106,0,11,23,4613,462,4151,966,3316,1184,1184,1175
"06001441927","14000US06001441927","Census Tract 4419.27, Alameda County, California","Census Tract 4419.27, Alameda County, California","ca","140","00","ACSSF","0002983",,,,,"06","001",,,,"441927",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4528,18038.56,0.251017765333276,4528,542,326,130,19,169,1436,758,406,285,206,104,147,4528,649,184,0,2929,9,298,459,4528,4055,614,184,0,2929,9,70,249,473,35,0,0,0,0,228,210,0.394,1380,27,12,15,7,133,424,497,191,57,17,4528,142,4386,900,3723,1380,1380,1282
"06001442000","14000US06001442000","Census Tract 4420, Alameda County, California","Census Tract 4420, Alameda County, California","ca","140","00","ACSSF","0002984",,,,,"06","001",,,,"442000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3328,1060.457,3.13827013870335,3328,150,160,126,261,280,272,334,801,494,229,160,61,3328,737,3,13,2346,21,91,117,3328,3289,700,3,13,2346,21,91,115,39,37,0,0,0,0,0,2,0.3431,76,0,0,0,0,0,40,0,7,22,7,3328,63,3265,623,2924,76,76,76
